canonical_name,entity_type,pi_or_lead,institution,country,city,canonical_url,relevance_class,primary_topics,secondary_topics,relevance_summary,evidence_url_1,evidence_url_2,active_as_of,discovered_via,notes,name,primary_field,secondary_fields,country_or_region,current_affiliation,landmark_contribution,consensus_class,consensus_evidence_1_url,consensus_evidence_2_url,canonical_website,website_type,website_status,maintenance_evidence,active_as_of,hamming_tags,newell_coherence,life_question,life_question_basis,life_question_evidence_url,discovered_via,confidence,notes
Philippe Descola,researcher,Philippe Descola,"Collège de France, Professor Emeritus",France / Amazonia / Europe,,https://www.college-de-france.fr/en/person/philippe-descola,CORE,anthropology / comparative ontology,ecology; Amazonian anthropology; material relations,"Comparative anthropology of nature and culture, grounded in Amazonian ethnography and the study of ontologies and human/nonhuman relations.",https://www.college-de-france.fr/en/person/philippe-descola,https://www.thebritishacademy.ac.uk/fellows/profiles/philippe-descola-FBA/,2026-09-20,late_humanities_social_3_candidates.csv final bounded saturation frame; independent web verification,Living emeritus status/current institutional profile verified; British Academy recognition supplies independent consensus evidence.,Philippe Descola,anthropology / comparative ontology,ecology; Amazonian anthropology; material relations,France / Amazonia / Europe,"Collège de France, Professor Emeritus","Comparative anthropology of nature and culture, grounded in Amazonian ethnography and the study of ontologies and human/nonhuman relations.",broad_consensus,https://www.college-de-france.fr/en/person/philippe-descola,https://www.thebritishacademy.ac.uk/fellows/profiles/philippe-descola-FBA/,https://www.college-de-france.fr/en/person/philippe-descola,institutional scholarly profile,active_maintained,Collège de France profile records emeritus status and current 2026 chair/news activity; British Academy profile remains current.,2026-09-20,important_attackable_problem;generative_work_others_build_on;nonincremental_contribution;conceptual_reframing;repeated_research_judgment;clear_communication,strong,How do humans relate to nonhumans across different ontologies of nature?,research_program_inference,https://www.college-de-france.fr/en/chair/philippe-descola-anthropology-of-nature-statutory-chair,late_humanities_social_3_candidates.csv final bounded saturation frame; independent web verification,high,Living emeritus status/current institutional profile verified; British Academy recognition supplies independent consensus evidence.
Arturo Escobar,researcher,Arturo Escobar,"University of North Carolina at Chapel Hill, emeritus",Colombia / United States,,https://anthropology.unc.edu/person/arturo-escobar/,CORE,anthropology / development studies,post-development; decolonial design; political ecology,Critiques of development and designs for pluriversal transitions made post-development and decolonial design central interdisciplinary frameworks.,https://anthropology.unc.edu/person/arturo-escobar/,https://aescobar.com/,2026-09-20,late_humanities_social_candidates.csv bounded saturation frame; independent web verification,"UNC profile plus personally directed scholarly site document the program; influence is broad but contested, so consensus class is conservative.",Arturo Escobar,anthropology / development studies,post-development; decolonial design; political ecology,Colombia / United States,"University of North Carolina at Chapel Hill, emeritus",Critiques of development and designs for pluriversal transitions made post-development and decolonial design central interdisciplinary frameworks.,strong_but_contested,https://anthropology.unc.edu/person/arturo-escobar/,https://aescobar.com/,https://anthropology.unc.edu/person/arturo-escobar/,substantive institutional scholarly profile,current_evergreen,Official scholarly page or personally directed site checked 2026-09-20; substantive research/profile content and current or evergreen maintenance signal.,2026-09-20,important_attackable_problem;generative_work_others_build_on;nonincremental_contribution;conceptual_reframing;repeated_research_judgment;clear_communication,strong,How can pluriversal worlds and post-development futures be designed and sustained?,research_program_inference,https://anthropology.unc.edu/person/arturo-escobar/,late_humanities_social_candidates.csv bounded saturation frame; independent web verification,medium,"UNC profile plus personally directed scholarly site document the program; influence is broad but contested, so consensus class is conservative."
Tania Murray Li,researcher,Tania Murray Li,"University of Toronto, professor emerita",Singapore / Canada,,https://www.anthropology.utoronto.ca/people/directories/all-faculty/tania-li,CORE,anthropology / development studies,political ecology; agrarian studies; indigeneity,"Ethnographies of development, agrarian capitalism, land, and dispossession shaped political ecology and critical development studies.",https://www.anthropology.utoronto.ca/people/directories/all-faculty/tania-li,https://www.uc.utoronto.ca/news/three-uc-community-members-recognized-order-canada,2026-09-20,late_humanities_social_candidates.csv bounded saturation frame; independent web verification,Toronto profile has current awards and recent lectures; University of Toronto recognition documents broad influence and policy impact.,Tania Murray Li,anthropology / development studies,political ecology; agrarian studies; indigeneity,Singapore / Canada,"University of Toronto, professor emerita","Ethnographies of development, agrarian capitalism, land, and dispossession shaped political ecology and critical development studies.",broad_consensus,https://www.anthropology.utoronto.ca/people/directories/all-faculty/tania-li,https://www.uc.utoronto.ca/news/three-uc-community-members-recognized-order-canada,https://www.anthropology.utoronto.ca/people/directories/all-faculty/tania-li,active_maintained,active_maintained,Official scholarly page or personally directed site checked 2026-09-20; substantive research/profile content and current or evergreen maintenance signal.,2026-09-20,important_attackable_problem;generative_work_others_build_on;nonincremental_contribution;conceptual_reframing;repeated_research_judgment;clear_communication,strong,"How do development interventions and capitalist transformations reorganize land, labor, and social life?",research_program_inference,https://www.anthropology.utoronto.ca/people/directories/all-faculty/tania-li,late_humanities_social_candidates.csv bounded saturation frame; independent web verification,high,Toronto profile has current awards and recent lectures; University of Toronto recognition documents broad influence and policy impact.
Arjun Appadurai,researcher,Arjun Appadurai,New York University Steinhardt,India / United States,,https://steinhardt.nyu.edu/people/arjun-appadurai,CORE,anthropology / globalization studies,media; culture; migration; urban studies,Concepts of imagination and global cultural “scapes” became field-shaping frameworks in anthropology and cultural studies.,https://steinhardt.nyu.edu/people/arjun-appadurai,https://www.americanacademyofartsandsciences.org/person/arjun-appadurai/,2026-09-20,late_humanities_social_candidates.csv bounded saturation frame; independent web verification,NYU page is current and identifies emeritus role; American Academy profile supplies independent recognition.,Arjun Appadurai,anthropology / globalization studies,media; culture; migration; urban studies,India / United States,New York University Steinhardt,Concepts of imagination and global cultural “scapes” became field-shaping frameworks in anthropology and cultural studies.,broad_consensus,https://steinhardt.nyu.edu/people/arjun-appadurai,https://www.americanacademyofartsandsciences.org/person/arjun-appadurai/,https://steinhardt.nyu.edu/people/arjun-appadurai,substantive institutional scholarly profile,active_maintained,Official scholarly page or personally directed site checked 2026-09-20; substantive research/profile content and current or evergreen maintenance signal.,2026-09-20,important_attackable_problem;generative_work_others_build_on;nonincremental_contribution;conceptual_reframing;repeated_research_judgment;clear_communication,strong,How do people imagine and inhabit global cultural flows and unequal modernity?,research_program_inference,https://steinhardt.nyu.edu/people/arjun-appadurai,late_humanities_social_candidates.csv bounded saturation frame; independent web verification,high,NYU page is current and identifies emeritus role; American Academy profile supplies independent recognition.
Veena Das,researcher,Veena Das,"Johns Hopkins University, research professor emerita",India / United States,,https://anthropology.jhu.edu/directory/veena-das/,CORE,anthropology / philosophy,violence; ethics; poverty; everyday life,"Ethnographic theory of violence, suffering, and the ordinary reshaped anthropology’s engagement with ethics, philosophy, and everyday life.",https://anthropology.jhu.edu/directory/veena-das/,https://www.thebritishacademy.ac.uk/fellows/profiles/veena-das-fba/,2026-09-20,late_humanities_social_candidates.csv bounded saturation frame; independent web verification,JHU page is current and substantive; British Academy fellowship provides independent recognition.,Veena Das,anthropology / philosophy,violence; ethics; poverty; everyday life,India / United States,"Johns Hopkins University, research professor emerita","Ethnographic theory of violence, suffering, and the ordinary reshaped anthropology’s engagement with ethics, philosophy, and everyday life.",broad_consensus,https://anthropology.jhu.edu/directory/veena-das/,https://www.thebritishacademy.ac.uk/fellows/profiles/veena-das-fba/,https://anthropology.jhu.edu/directory/veena-das/,substantive institutional scholarly profile,active_maintained,Official scholarly page or personally directed site checked 2026-09-20; substantive research/profile content and current or evergreen maintenance signal.,2026-09-20,important_attackable_problem;generative_work_others_build_on;nonincremental_contribution;conceptual_reframing;repeated_research_judgment;clear_communication,strong,How can ethnography make everyday suffering and ethical life intelligible without reducing their texture?,explicit_self_statement,https://anthropology.jhu.edu/directory/veena-das/,late_humanities_social_candidates.csv bounded saturation frame; independent web verification,high,JHU page is current and substantive; British Academy fellowship provides independent recognition.
Marisol de la Cadena,researcher,Marisol de la Cadena,"University of California, Davis",Peru / United States,,https://sts.ucdavis.edu/people/marisol-de-la-cadena,CORE,anthropology / science and technology studies,indigenous studies; ontology; politics,"Multinaturalism and indigenous-worlds scholarship changed anthropological debates on ontology, politics, and human–nonhuman relations.",https://sts.ucdavis.edu/people/marisol-de-la-cadena,https://www.marisoldelacadena.com/,2026-09-20,late_humanities_social_candidates.csv bounded saturation frame; independent web verification,UC Davis profile and personal scholarly site are substantive; field consensus rests on influential ontology and indigenous studies work.,Marisol de la Cadena,anthropology / science and technology studies,indigenous studies; ontology; politics,Peru / United States,"University of California, Davis","Multinaturalism and indigenous-worlds scholarship changed anthropological debates on ontology, politics, and human–nonhuman relations.",field_consensus,https://sts.ucdavis.edu/people/marisol-de-la-cadena,https://www.marisoldelacadena.com/,https://sts.ucdavis.edu/people/marisol-de-la-cadena,substantive institutional scholarly profile,active_maintained,Official scholarly page or personally directed site checked 2026-09-20; substantive research/profile content and current or evergreen maintenance signal.,2026-09-20,important_attackable_problem;generative_work_others_build_on;nonincremental_contribution;conceptual_reframing;repeated_research_judgment;clear_communication,strong,How can heterogeneous worlds coexist politically without reducing difference to one universal reality?,research_program_inference,https://sts.ucdavis.edu/people/marisol-de-la-cadena,late_humanities_social_candidates.csv bounded saturation frame; independent web verification,high,UC Davis profile and personal scholarly site are substantive; field consensus rests on influential ontology and indigenous studies work.
Webb Keane,researcher,Webb Keane,University of Michigan,United States / Indonesia,,https://lsa.umich.edu/studying-religion/people/faculty/webb-keane.html,CORE,anthropology / semiotics and religion,ethics; material culture; secularism; Indonesia,"Work on semiotics, materiality, ethics, and secularism created influential bridges among anthropology, religious studies, and linguistic theory.",https://lsa.umich.edu/studying-religion/people/faculty/webb-keane.html,https://www.americanacademyofartsandsciences.org/person/webb-keane/,2026-09-20,late_humanities_social_candidates.csv bounded saturation frame; independent web verification,Michigan profile lists current research including AI and a personal website link; AAAS is independent recognition.,Webb Keane,anthropology / semiotics and religion,ethics; material culture; secularism; Indonesia,United States / Indonesia,University of Michigan,"Work on semiotics, materiality, ethics, and secularism created influential bridges among anthropology, religious studies, and linguistic theory.",field_consensus,https://lsa.umich.edu/studying-religion/people/faculty/webb-keane.html,https://www.americanacademyofartsandsciences.org/person/webb-keane/,https://lsa.umich.edu/studying-religion/people/faculty/webb-keane.html,substantive institutional scholarly profile,active_maintained,Official scholarly page or personally directed site checked 2026-09-20; substantive research/profile content and current or evergreen maintenance signal.,2026-09-20,important_attackable_problem;generative_work_others_build_on;nonincremental_contribution;conceptual_reframing;repeated_research_judgment;clear_communication,strong,"How do signs, material things, and ethical worlds shape religious and social life?",research_program_inference,https://lsa.umich.edu/studying-religion/people/faculty/webb-keane.html,late_humanities_social_candidates.csv bounded saturation frame; independent web verification,high,Michigan profile lists current research including AI and a personal website link; AAAS is independent recognition.
Eduardo S. Brondizio,researcher,Eduardo S. Brondizio,Indiana University Bloomington; CASEL; University of Campinas,Brazil / United States,,https://anthropology.indiana.edu/about/faculty/brondizio-eduardo.html,CORE,anthropology; ecology; sustainability science,Amazon; land use; institutions; Indigenous knowledge,"Longitudinal Amazonian social-ecological research and major synthesis of biodiversity, land use, institutions and global change.",https://anthropology.indiana.edu/about/faculty/brondizio-eduardo.html,https://www.ipbes.net/,2026-09-20,late_life_earth_2_candidates.csv;independent award/academy/canonical synthesis search,National Academy recognition plus co-chairing the IPBES Global Assessment and canonical Amazon research support broad consensus.,Eduardo S. Brondizio,anthropology; ecology; sustainability science,Amazon; land use; institutions; Indigenous knowledge,Brazil / United States,Indiana University Bloomington; CASEL; University of Campinas,"Longitudinal Amazonian social-ecological research and major synthesis of biodiversity, land use, institutions and global change.",broad_consensus,https://anthropology.indiana.edu/about/faculty/brondizio-eduardo.html,https://www.ipbes.net/,https://anthropology.indiana.edu/about/faculty/brondizio-eduardo.html,substantive_institutional_page,active_maintained,"Indiana page lists current distinguished professorship, active projects/publications, National Academies membership and 2025 work; crawled 2026-09-20.",2026-09-20,important_attackable_problem;generative_work_others_build_on;nonincremental_contribution;conceptual_reframing;repeated_research_judgment;clear_communication,strong,"How do people, institutions, and ecosystems co-produce changing social-ecological landscapes, especially in the Amazon?",explicit_self_statement,https://anthropology.indiana.edu/about/faculty/brondizio-eduardo.html,late_life_earth_2_candidates.csv;independent award/academy/canonical synthesis search,high,National Academy recognition plus co-chairing the IPBES Global Assessment and canonical Amazon research support broad consensus.
Akinwumi Ogundiran,researcher,Akinwumi Ogundiran,"Northwestern University, Cardiss Collins Professor of History and Anthropology",Nigeria / United States,,https://anthropology.northwestern.edu/people/faculty/affiliated-faculty/akin-ogundiran.html,CORE,archaeology,African history; Yoruba studies; anthropology,"Archaeology and history of Yoruba and Atlantic worlds reconstructed African political economy, urbanism, ritual, and long-term social change.",https://anthropology.northwestern.edu/people/faculty/affiliated-faculty/akin-ogundiran.html,https://www.archaeological.org/lecturer/akin-ogundiran/,2026-09-20,late_humanities_social_2_candidates.csv bounded saturation frame; independent web verification,,Akinwumi Ogundiran,archaeology,African history; Yoruba studies; anthropology,Nigeria / United States,"Northwestern University, Cardiss Collins Professor of History and Anthropology","Archaeology and history of Yoruba and Atlantic worlds reconstructed African political economy, urbanism, ritual, and long-term social change.",field_consensus,https://anthropology.northwestern.edu/people/faculty/affiliated-faculty/akin-ogundiran.html,https://www.archaeological.org/lecturer/akin-ogundiran/,https://anthropology.northwestern.edu/people/faculty/affiliated-faculty/akin-ogundiran.html,institutional_scholarly_profile,active_maintained,Northwestern profile and 2026 CV show active research/teaching; AIA profile records award-winning books and 2026 public scholarship; accessed 2026-09-20,2026-09-20,important_attackable_problem;generative_work_others_build_on;nonincremental_contribution;conceptual_reframing;repeated_research_judgment;clear_communication,not_established,"How can archaeology reconstruct African histories, political economy, and social complexity from material, oral, and environmental evidence?",research_program_inference,https://anthropology.northwestern.edu/people/faculty/affiliated-faculty/akin-ogundiran.html,late_humanities_social_2_candidates.csv bounded saturation frame; independent web verification,high,
Giorgio Buccellati,researcher,Giorgio Buccellati,"UCLA, professor emeritus; Cotsen Institute",United States / Italy,,https://nelc.ucla.edu/person/giorgio-buccellati/,CORE,archaeology / ancient Near Eastern studies,Assyriology; digital humanities; philology,Pioneered integrated archaeological and philological study of ancient Mesopotamia and digital preservation of its records.,https://www.balzan.org/en/prizewinners/giorgio-buccellati-and-marilyn-kelly-buccellati,https://nelc.ucla.edu/person/giorgio-buccellati/,2026-09-20,major_award_expanded_verify_batch_3 Wikidata lead,Living emeritus; original personal domain replaced by current UCLA profile.; QA enum normalization: consensus_class='major award + independent authoritative consensus' mapped to broad_consensus.; QA enum normalization: website_status='current' mapped to active_maintained; source maintenance wording retained.,Giorgio Buccellati,archaeology / ancient Near Eastern studies,Assyriology; digital humanities; philology,United States / Italy,"UCLA, professor emeritus; Cotsen Institute",Pioneered integrated archaeological and philological study of ancient Mesopotamia and digital preservation of its records.,broad_consensus,https://www.balzan.org/en/prizewinners/giorgio-buccellati-and-marilyn-kelly-buccellati,https://nelc.ucla.edu/person/giorgio-buccellati/,https://nelc.ucla.edu/person/giorgio-buccellati/,institutional personal profile,active_maintained,"UCLA profile is live and current with research, projects and publications; UCLA Balzan news is current.",2026-09-20,important_attackable_problem;generative_work_others_build_on;nonincremental_contribution;repeated_research_judgment,strong,"How can integrated archaeology, language, and digital methods reconstruct ancient societies and preserve their records?",research_program_inference,https://nelc.ucla.edu/person/giorgio-buccellati/,major_award_expanded_verify_batch_3 Wikidata lead,high,Living emeritus; original personal domain replaced by current UCLA profile.; QA enum normalization: consensus_class='major award + independent authoritative consensus' mapped to broad_consensus.; QA enum normalization: website_status='current' mapped to active_maintained; source maintenance wording retained.
