candidate_id,canonical_entity_id,canonical_name,entity_type,parent_entity,pi_or_lead,institution,city,country,canonical_url,alternate_urls,active_status,last_activity_evidence,relevance_class,relevance_confidence,primary_topics,secondary_topics,relevance_summary,evidence_url_1,evidence_url_2,evidence_quote_or_paraphrase,relationship_notes,discovery_source,verification_status,count_in_headline,notes
R0528,E-R0528,Computational Neurobiology Laboratory,lab,,Terrence J. Sejnowski,Salk Institute for Biological Studies,La Jolla,United States,https://cnl.salk.edu/,,ACTIVE,"Latest Publications lists 2026 items, including Sejnowski, 'The Power of Learning: From Brainpower to Artificial Intelligence' (2026).",CORE,high,synaptic-plasticity;sleep;memory-consolidation;dendritic-computation;biologically-plausible-learning,neural-dynamics;representation-learning;sparse-coding;neural-coding,"Sejnowski's Salk lab bridges synaptic biophysics to neural-system function, addressing how learning and sleep modify circuits and extending to brain-inspired AI.",https://cnl.salk.edu/,https://www.salk.edu/scientist/terrence-sejnowski/,"The lab page states its long-range goal is to build bridges from biophysical synapse properties to neural-system function, and lists a 2026 publication on learning and artificial intelligence.",Distinct lab; Salk-wide computational neuroscience institute not separately counted per prior notes.,official Salk lab/profile pages + seed reconciliation,SOURCE_SUPPORTED,1,"Identity, PI, mechanism bridging plasticity/sleep/learning, and 2026 activity are supported by page text; publications list includes some older/erroneous dates but at least one 2026 entry is present. | Prior: CORE"
R0529,E-R0529,Computational Physiology Laboratory,lab,,Thomas A. Cleland,Cornell University,Ithaca,United States,https://voltron.as.cornell.edu/thomas-cleland,,LIKELY_ACTIVE,,CORE,high,biologically-plausible-learning;neuromorphic-computing;efficient-coding;associative-memory;predictive-coding,sparse-coding;representation-learning;memory-consolidation,"Cleland's lab triangulates electrophysiology, behavior, and biophysically constrained modeling with neuromorphic algorithms for deployment in artificial intelligence systems.",https://voltron.as.cornell.edu/thomas-cleland,https://voltron.as.cornell.edu/thomas-cleland,The Cornell faculty page states the lab uses biophysically constrained computational modeling and develops neuromorphic algorithms for deployment in artificial intelligence systems.,Distinct from Cornell's generic psychology or neuroscience units; PI-page identifies associated Computational Physiology Laboratory link.,official faculty page + NeuroAI author trail,SOURCE_SUPPORTED,1,"Page undated except 2025 copyright; no dated 2024-2026 output in shown text, so LIKELY_ACTIVE. | Prior: CORE"
R0530,E-R0530,Computational Sensory-Motor Systems Laboratory (SPIKE),lab,,Ralph Etienne-Cummings,Johns Hopkins University,Baltimore,United States,https://engineering.jhu.edu/csms/,,LIKELY_ACTIVE,,DIRECTLY_RELEVANT,high,neuromorphic-computing;spiking-neural-networks;biologically-plausible-learning;sensorimotor-learning;neural-dynamics,event-based-vision;adaptive-robotics;neural-coding,"The lab develops biologically inspired VLSI sensors and sensory computation, silicon spinal neural circuits, and biomorphic robots grounded in neuroscience.",https://engineering.jhu.edu/csms/,https://engineering.jhu.edu/csms/research/spike-based-saliency/,"The lab page describes 25 years of biologically inspired sensors, VLSI sensory computation, silicon models of spinal neural circuits, and biomorphic robots.",Distinct from the former JHU Institute of Neuromorphic Engineering; second source returned 403.,official JHU faculty/lab pages + seed reconciliation,SOURCE_SUPPORTED,1,No dated 2024-2026 signal in fetched text; classification rests on scope description. | Prior: CORE
R0531,E-R0531,"Manohar Research Group, Yale Computer Systems Lab",lab,,Rajit Manohar,Yale University,New Haven,United States,https://wti.yale.edu/profile/rajit-manohar,,LIKELY_ACTIVE,,CORE,high,neuromorphic-computing;spiking-neural-networks;in-memory-computing;on-chip-learning;neural-coding,adaptive-robotics;recurrent-computation;population-dynamics;physical-neural-networks,"Manohar's group designs asynchronous, extremely low-power circuits modeling large-scale spiking neurons and synapses, plus neuroscience-inspired energy-efficient machine-learning hardware.",https://wti.yale.edu/profile/rajit-manohar,https://engineering.yale.edu/news-and-events/news/chips-act-brains-now-scalable,The Wu Tsai Institute profile states the group works on asynchronous circuits and architecture for extremely low-power circuits modeling spiking neurons and synapses.,"Profile lists affiliation with Yale Center for Neurocomputation and Machine Intelligence, a parent container.",official Yale profile/news + NICE agenda,SOURCE_SUPPORTED,1,No dated 2024-2026 output in fetched text. | Prior: CORE
R0532,E-R0532,"Pasqualetti Research Group (Control, Robotics and Autonomy Lab, UCI Robotarium)",lab,,Fabio Pasqualetti,"University of California, Irvine",Irvine,United States,https://www.fabiopas.com/,,ACTIVE,Sep 2026 Attention by Synchronization published in TMLR; Aug 2026 Provably Safe Generative Sampling published in TMLR; Jul 2026 NSF award on control-theoretic foundations for trustworthy generative AI.,CORE,high,associative-memory;oscillations;neural-dynamics;physical-neural-networks;world-models,neuromorphic-computing;recurrent-computation;planning,"Pasqualetti's group explicitly frames its work as spanning computational neuroscience and brain-inspired computing, including oscillator networks, associative memory, and physical intelligence, with 2025-2026 publications.",https://www.fabiopas.com/,https://engineering.uci.edu/users/fabio-pasqualetti,"The group page lists research on computational neuroscience from brain-inspired computing and architectures including oscillator networks and associative memory, with 2025-2026 news items.","Also referenced as the Control, Robotics and Autonomy Lab (Robotarium) in prior row; same PI, same page.",official UCI lab/profile pages + seed reconciliation,SOURCE_SUPPORTED,1,2026-dated news items support ACTIVE; biology-to-AI link via computational neuroscience and astrocyte meta-plasticity paper. | Prior: CORE
R0533,E-R0533,Creative Machines Lab,lab,,Hod Lipson,Columbia University,New York,United States,https://www.creativemachineslab.com/,,ACTIVE,"People page lists Adidev Jhunjhunwala (2026-) Machine Cognition and Embodiment, Eli Gross (2026-) Intuitive Scientific Discovery, Richard Milvenan (2024-) Edge Dynamical Modeling.",DIRECTLY_RELEVANT,medium,self-modification;self-repair;evolutionary-robotics;open-ended-learning;embodied-cognition,developmental-robotics;morphogenesis;world-models;artificial-life;representation-learning,"The lab builds self-replicating, self-modeling, creative machines explicitly inspired by biology, with current 2024-2026 student projects including machine cognition and embodiment.",https://www.creativemachineslab.com/,https://www.creativemachineslab.com/people.html,"The lab homepage states the work is inspired by biology seeking new biological concepts for engineering, and the people page lists 2024-2026 projects on machine cognition and embodiment.","Not generic robotics: self-modeling, self-replication and open-ended machine design are core research themes.",official lab people/contact pages + seed reconciliation,SOURCE_SUPPORTED,1,Biology-to-AI bridge is stated on homepage and substantiated by project titles. | Prior: STRONGLY RELATED
R0534,E-R0534,DiCarlo Lab (MIT),lab,,James DiCarlo,Massachusetts Institute of Technology,Cambridge,United States,https://dicarlolab.mit.edu/,,LIKELY_ACTIVE,,DIRECTLY_RELEVANT,high,representation-learning;neural-coding;efficient-coding;predictive-coding;neural-dynamics,cognitive-maps;planning;reasoning;decision-making,DiCarlo's lab reverse-engineers the neural mechanisms of visual intelligence with computational models intended to guide development of human-like AI systems.,https://dicarlolab.mit.edu/,https://bcs.mit.edu/sites/default/files/newsletters/bcs_news_Winter24-25_Web_Final.pdf,"The lab homepage states its goal is to understand neural mechanisms of human visual intelligence, in part to guide development of new human-like AI systems.",Distinct from CBMM parent center; lab page indicates independent MIT lab.,official lab page + institutional research feature,SOURCE_SUPPORTED,1,No dated 2024-2026 signal in fetched text; brain-to-AI mechanism framed as reverse-engineering cortex with models. | Prior: CORE
R0535,E-R0535,Dynamical Computational Neuroscience (DyCoN) Lab,lab,,DyCoN Lab leadership,Florida Atlantic University,Jupiter,United States,https://www.fau.edu/engineering/research/dynamical-computational-neuroscience/research/,,LIKELY_ACTIVE,,DIRECTLY_RELEVANT,medium,neural-dynamics;predictive-learning;decision-making;representation-learning;associative-memory,sensorimotor-learning;cognitive-control;systems-consolidation;neural-coding,The lab builds models of neural dynamics and learning to understand brain adaptation and states these models inform the design of AI systems that learn and adapt using biologically grounded principles.,https://www.fau.edu/engineering/research/dynamical-computational-neuroscience/research/,https://www.fau.edu/engineering/research/dynamical-computational-neuroscience/,The DyCoN research page says the lab's models inform the design of AI systems that learn and adapt using biologically grounded principles.,PI name not exposed on the fetched research page; retained as group identity per prior row.,official page + topic search,SOURCE_SUPPORTED,1,"Page undated; methods include VR eyetracking, fMRI and MRS, but explicit AI-design sentence supports relevance. | Prior: CORE"
R0536,E-R0536,"Embodied AI Circuits, Architectures, and Systems (EACAS) Lab",lab,,Mohamed Ibrahim,University of Texas at Dallas,Richardson,United States,https://labs.utdallas.edu/eacas/,,ACTIVE,Two papers accepted at IEEE/ACM ICCAD 2026 (July 2026); Dr. Ibrahim serving as TPC member for ASP-DAC 2027 (July 2026).,DIRECTLY_RELEVANT,medium,neuromorphic-computing;in-memory-computing;physical-neural-networks;embodied-cognition;adaptive-robotics,sensorimotor-learning;on-chip-learning;morphological-computation;representation-learning,"EACAS builds brain-inspired, energy-efficient AI through hardware-software co-design spanning hyperdimensional computing, neuro-symbolic AI, and embodied systems such as robots and prostheses.",https://labs.utdallas.edu/eacas/,https://labs.utdallas.edu/eacas/,"The lab page states its research aims to shape human-centered, brain-inspired, energy-efficient AI systems through hardware-software co-design, with projects at the intersection of brain-inspired computing and VLSI AI acceleration.","Distinct PI lab in ECE; brain-inspired computing is named as a core research area, not generic hardware.",official page + topic search,SOURCE_SUPPORTED,1,Dated 2026 announcements support ACTIVE status. | Prior: CORE
R0538,E-R0538,Evolutionary Control of Digital Ecologies (ECODE) Lab,lab,,Emily Dolson,Michigan State University,East Lansing,United States,https://ecodelab.com/people,,LIKELY_ACTIVE,,DIRECTLY_RELEVANT,medium,artificial-life;evolutionary-intelligence;open-ended-evolution;open-ended-learning,self-organization;collective-intelligence;evolutionary-robotics,"PI-led MSU lab applies eco-evolutionary theory and digital evolution to uncover algorithmic principles for evolutionary computation, open-ended AI, and more robust learning models.",https://ecodelab.com/people,https://engineering.msu.edu/directory/faculty/dolsonem,"The lab page states Dolson studies eco-evolutionary theory from cancer to evolutionary computation to uncover general algorithmic principles, and describes students leveraging evolutionary dynamics for open-ended AI systems and robust learning models.","Current PI-led lab with identifiable members; distinct unit, no merge decision. Relationship to evolutionary/ALIFE computation, not classical neuroscience-to-AI.",ALIFE 2026 author/organizer trail + MSU directory,SOURCE_SUPPORTED,1,"Page undated but lists current PI and students, supporting identity and a biology-to-computation bridge. Relevance falls in evolutionary/open-ended learning rather than neural mechanism. | Prior: STRONGLY RELATED"
R0539,E-R0539,Fiete Lab,lab,,Ila Fiete,Massachusetts Institute of Technology,Cambridge,United States,https://fietelab.github.io/,,ACTIVE,News entries dated 2025-12 (new preprints on modular connectivity and brain-wide processing loops) and 2025-09 (new lab members).,CORE,high,memory-consolidation;world-models;neural-dynamics;structural-plasticity;biologically-plausible-learning,cognitive-maps;navigation;representation-learning;recurrent-computation;efficient-coding,"MIT lab analyzes brain computation, memory systems, and circuit architecture with mathematics, ML, and physics, explicitly aiming to transfer brain efficiency and robustness insights into better machine intelligence.",https://fietelab.github.io/,https://bcs.mit.edu/sites/default/files/newsletters/bcs_news_Winter24-25_Web_Final.pdf,"The lab page states it develops mathematics, machine learning, and physics approaches to study learning, dynamics, and computation in the brain, and seeks to transfer insights on learning speed and data efficiency to build better machine intelligence.","Distinct MIT lab (Dept. of Brain and Cognitive Sciences), separate from CBMM parent container; no merge decision.",official lab page + structural-plasticity topic sweep,SOURCE_SUPPORTED,1,Explicit brain-to-AI mechanism plus dated 2024-2025 activity signals. Strong CORE fit. | Prior: CORE
R0540,E-R0540,Freedman Laboratory,lab,,David J. Freedman,University of Chicago,Chicago,United States,https://monkeylogic.uchicago.edu/,,ACTIVE,"Lab news dated February 2026 (Nature Reviews Neuroscience article) and July 2025 (Ph.D. defense, postdoc placement).",CORE,high,representation-learning;decision-making;memory-consolidation;neural-coding,schema-formation;hierarchical-behavior;recurrent-computation;sensorimotor-learning,"UChicago lab pairs neuronal ensemble recordings with neural-network modeling and machine learning to identify brain computations for visual recognition, categorization, decision-making, and learning/memory.",https://monkeylogic.uchicago.edu/,https://monkeylogic.uchicago.edu/research/,"The site describes using advanced neurophysiological and behavioral techniques in parallel with machine-learning approaches for studying cognitive computations in artificial neural networks to reveal brain mechanisms of visual learning, recognition, and decision-making.",Distinct PI-led lab; no parent-container merge decision.,NeuroAI 2026 speaker roster + official UChicago lab verification,SOURCE_SUPPORTED,1,Mechanistic bridge via ANN modeling of cognitive computations; current 2025-2026 dated activity. Prior relevance refreshed to CORE (controlled vocabulary). | Prior: CORE
R0541,E-R0541,General Vision,company_research,,,General Vision,San Francisco,United States,https://general-vision.com/about/,https://general-vision.com/,ACTIVE,Current company About page lists NeuroMem IP portfolio and 2023 ANM5500 product milestone.,DIRECTLY_RELEVANT,low,neuromorphic-computing;on-chip-learning,continual-learning,General Vision is an active neuromorphic-AI company with NeuroMem ASIC/FPGA IP and incremental pattern-recognition hardware.,https://general-vision.com/about/,https://general-vision.com/about/; https://img.pr.com/release-file/2603/963525/GV_Lattice_PR_v3-9_Clean.pdf,"All three supplied URLs returned network errors with no text, so the company, its NeuroMem hardware, and any biological grounding cannot be confirmed from supplied sources.",No fetched text available; do not infer current location or activity from the prior row. Company-research unit; neuromorphic hardware typically ADJACENT unless biology-to-AI mechanism is documented.,company/nonprofit official-site sweep,SOURCE_SUPPORTED,1,"Network errors on all sources. Identity and relevance unverified; prior row alone is insufficient. | Prior: CORE | Luna High round: SOURCE_LIMITED / Network errors on all sources. Identity and relevance unverified; prior row alone is insufficient. | Prior: CORE | Final Luna closure: PROMOTE / Fresh official About page and ANM5500 technical page verify company identity, active product/IP line, and direct neuromorphic computing scope; no named lead was found. | Independent positive gate: Current General Vision pages and the 2026 Lattice partnership record identify an active independent neuromorphic-AI company with NeuroMem ASIC/FPGA IP and current product activity."
R0542,E-R0542,Great Sky AI,company_research,,Jeff Shainline; Jeff Chiles,Great Sky,Boulder,United States,https://www.greatsky.ai/,,ACTIVE,Homepage (© 2026) states the company spun out of 12 years of NIST research and that its first chips are now running inference.,CORE,medium,physical-neural-networks;photonic-neuromorphic;analog-computing;in-memory-computing,neural-coding;synaptic-plasticity;neuromorphic-computing;on-chip-learning,"Boulder company builds superconducting optoelectronic networks whose Josephson-junction circuits physically instantiate neuron, synapse, and dendrite operations with integrated photonic interconnect, claiming current chips are running inference.",https://www.greatsky.ai/tech,https://www.greatsky.ai/tech,"The tech page states the architecture of neural networks must be physically instantiated in hardware using superconducting circuits performing operations of neurons, synapses, and their interconnectivity, with photonic communication and locally stored synaptic weights.",Company-research unit; site claims physical instantiation of neural operations rather than biological mechanism transfer. Performance claims are company-reported and unverified.,company/nonprofit official-site sweep,SOURCE_SUPPORTED,1,Identity and hardware approach supported by page text; biological-to-AI mechanism interpretive (bio-inspired physical substrate). Strong performance claims not independently verifiable here. | Prior: CORE
R0544,E-R0544,Hartmann Lab / Sensory and Neural Engineering Group,lab,,Mitra J. Z. Hartmann,Northwestern University,Evanston,United States,https://robotics.northwestern.edu/people/profiles/faculty/hartmann-mitra.html,,LIKELY_ACTIVE,CRB news page notes Hartmann 'leads work at the forefront of embodied intelligence'; news items include 2024-lab transitions and ongoing CRB activity.,DIRECTLY_RELEVANT,medium,active-perception;sensorimotor-learning;biohybrid-intelligence;adaptive-robotics;embodied-cognition,neuromorphic-computing;morphological-computation;neural-coding,Northwestern SeNSE group studies neurobiology and biomechanics of active sensing and builds bio-inspired computational models and whisker robots to test candidate neurobiological algorithms in engineered systems.,https://robotics.northwestern.edu/people/profiles/faculty/hartmann-mitra.html,https://robotics.northwestern.edu/news-events/,Hartmann's profile states her research focuses on the neurobiology and biomechanics of active sensing and on developing bio-inspired computational models and hardware to test candidate neurobiological algorithms.,"Independently identifiable child lab within Northwestern Center for Robotics and Biosystems; parent center remains a container, no merge decision made.",conference/paper author trail; Northwestern CRB faculty profile,SOURCE_SUPPORTED,1,Explicit biology-to-robotics/algorithm mechanism; dates on news page are imprecise so activity LIKELY_ACTIVE rather than ACTIVE. | Prior: STRONGLY RELATED
R0545,E-R0545,Integrated Computational Electronics (ICE) Laboratory,lab,,Jennifer Hasler,Georgia Institute of Technology,Atlanta,United States,https://hasler.ece.gatech.edu/,,ACTIVE,Georgia Tech directory currently identifies Hasler as ICE director; lab page lists neuromorphic engineering and neuroscience-based systems.,CORE,medium,neuromorphic-computing;analog-computing;physical-neural-networks;on-chip-learning,spiking-neural-networks;in-memory-computing,"ICE develops programmable analog/digital circuits, computational neuroscience models, and neuromorphic systems based on neuroscience for biological-like tasks.",https://hasler.ece.gatech.edu/,https://hasler.ece.gatech.edu/; https://ece.gatech.edu/directory/jennifer-olson-hasler,"The site identifies the group as the Integrated Computational Electronics (ICE) Laboratory at Georgia Tech and lists an AnalogNeuroTechniques virtual neuromorphic workshop, but contains no substantive research description linking biology to AI learning.",Canonical name and PI differ from prior row ('Hasler Neuromorphic and Physical Computing Lab'); no merge decision made. Prior row's CORE classification relied on claims not present in fetched text.,official lab/faculty pages + NICE agenda,SOURCE_SUPPORTED,1,"Page text is encoding-mangled and largely navigation/boilerplate; identity of ICE Lab at Georgia Tech supported, but neuromorphic/brain-inspired research mechanism not established by cited text. No 2024-2026 dated activity signal. | Prior: CORE | Luna High round: HOLD_PARTIAL / Official Georgia Tech pages support ICE identity and a direct neuroscience-to-neuromorphic-systems mechanism. | Gate: Georgia Tech verifies the ICE Laboratory and an explicit neuroscience-based neuromorphic-systems programme, but the cited lab page is materially dated and does not provide current 2024–2026 activity evidence. | Final Luna closure: PROMOTE / Fresh Georgia Tech directory and lab page verify independent unit, lead, direct mechanism, and current institutional affiliation. | Independent positive gate: Current Georgia Tech directory/lab sources identify Hasler's independent ICE Lab and active neuroscience-based neuromorphic systems and biological-like-task research."
R0546,E-R0546,Hersam Research Group – Printed Neurons and Neuromorphic Materials,lab,,Mark C. Hersam,Northwestern University,Evanston,United States,https://www.mccormick.northwestern.edu/research-faculty/directory/profiles/hersam-mark.html,,ACTIVE,"April 15, 2026 Northwestern Now story and 2025 publications listed on the faculty page.",CORE,high,neuromorphic-computing;biohybrid-intelligence;physical-neural-networks;spiking-neural-networks,event-driven-computation;adaptive-robotics;in-memory-computing,"Hersam's team builds printable artificial neurons using soft electronic inks that reproduce brain-like electrical signaling, activate living neurons, and target energy-efficient brain-inspired computing for AI.",https://news.northwestern.edu/stories/2026/4/printed-neurons-communicate-with-living-brain-cells,https://www.mccormick.northwestern.edu/research-faculty/directory/profiles/hersam-mark.html,"The supplied Northwestern Now page explicitly establishes a distinct research team led by Mark C. Hersam that developed soft, printable artificial neurons mimicking brain structure/behavior, with electronic inks of MoS2 and graphene, aerosol jet printing, and testing that activated living mouse cerebellum neurons. It also explicitly connects the biology-to-AI mechanism: brain-like neuron signaling as groundwork for more energy-efficient brain-inspired computing to address AI power consumption. The McCormick faculty page corroborates Hersam as director of The Hersam Research Group and lists neuromorphic/synaptic transistor work.","Distinct from Northwestern CRB and child robotics labs per prior notes; PI is also MRSEC director, but the research entity here is the Hersam group.",Northwestern 2026 printed-neuron author trail,SOURCE_SUPPORTED,1,Faculty directory page is largely boilerplate but confirms 2024-2025 publications and 2024 NAE election; news page supplies the substantive mechanism (artificial neurons mimicking biological signaling for brain-inspired computing). | Prior: STRONGLY RELATED
R0547,E-R0547,Hiratani Lab,lab,,Naoki Hiratani,Washington University in St. Louis,St. Louis,United States,https://neuroscience.wustl.edu/people/naoki-hiratani-phd/,,LIKELY_ACTIVE,Selected publications include NeurIPS 2022 and eLife 2023; profile lists him as Assistant Professor of Neuroscience.,CORE,high,biologically-plausible-learning;credit-assignment;developmental-learning;predictive-learning;neural-dynamics,associative-memory;neural-coding;synaptic-plasticity,"Hiratani's stated goal is to uncover the fundamental principles of brain learning and computation and to develop brain-inspired AI, with publications on node-perturbation credit assignment, developmental/evolutionary constraints on circuits, and dendritic STDP.",https://neuroscience.wustl.edu/people/naoki-hiratani-phd/,https://neuroscience.wustl.edu/people/naoki-hiratani-phd/,"The supplied page explicitly names the distinct 'Hiratani Lab' led by Naoki Hiratani and states a substantive biology-to-AI mechanism: uncovering fundamental brain learning/computation principles to develop brain-inspired AI, supported by listed publications on circuit constraints and node perturbation learning.","Faculty page confirms identity and research direction; no dated 2024-2026 output listed, so active status is LIKELY_ACTIVE from institutional listing rather than recent dated evidence.",official faculty page + learning-rule search,SOURCE_SUPPORTED,1,Publications listed range 2017-2023; no 2024-2026 dated signal encountered in supplied text. | Prior: CORE
R0548,E-R0548,Human and Machine Intelligence Lab,lab,,Brenden M. Lake,Princeton University,Princeton,United States,https://lake-lab.github.io/,,ACTIVE,7/2025 The lab is officially reopened at Princeton University!,CORE,high,developmental-learning;compositionality,world-models;semantic-memory;social-learning,"The lab reverse-engineers human cognitive ingredients to build machines that learn like people, including human-like systematic generalization via meta-learning and grounded language acquisition from a single child's input.",https://lake-lab.github.io/,https://psych.princeton.edu/news-events/news/2025/department-psychology-welcome-new-associate-professor-brenden-lake,"The page explicitly identifies a distinct lab ('A lab at Princeton University', 'Human & Machine Intelligence') and states a substantive biology-to-AI mechanism: studying the ingredients of intelligence in humans and machines, with named publications on human-like systematic generalization via a meta-learning neural network and grounded language acquisition from a single child's input.",Corrects prior NYU affiliation to current Princeton location per lab's own bulletin; formerly NYU (2017-2025).,official Princeton lab and faculty pages + named-seed reconciliation,SOURCE_SUPPORTED,1,Second supplied URL (PNI profile) returned HTTP 403 and could not be verified. | Prior: CORE
R0550,E-R0550,Intactis Bio,company_research,,Daniel Rodriguez-Granrose,Intactis Bio,Salt Lake City,United States,https://www.intactis.bio/,,LIKELY_ACTIVE,No explicit date found in supplied text; page states 'We are currently seeking investment' and 'currently offering subsidized AI/ML services' as part of its biocomputation alpha.,CORE,high,cultured-neural-computing;organoid-intelligence;biohybrid-intelligence;wetware,adaptive-robotics;in-memory-computing,"Intactis Bio develops a rack-mountable AI accelerator whose computational core is living lab-grown neurons coupled to silicon via a brain-machine interface, trained with reward-based feedback to integrate with standard AI/ML models.",https://www.intactis.bio/,https://play.intactis.bio/,"The supplied page explicitly establishes a distinct unit (Dana Xiadani listed as SIGNAL PROCESS LEAD; Daniel Rodriguez-Granrose as CEO) and a substantive biology-to-AI mechanism: lab-grown neurons coupled via a brain-machine interface to silicon processors, converting datasets to electrical pulses with reward-based feedback, enabling integration with standard AI/ML models and described as a rack-mountable AI accelerator.",PI name and Salt Lake City location are not specified in the fetched text; only the company homepage was supplied.,company/nonprofit official-site sweep,SOURCE_SUPPORTED,1,Homepage supports the biocomputation/neural-tissue computing mechanism but contains no named leadership or dated activity signal; entity identity as a company is supported. | Prior: CORE
R0551,E-R0551,Integrated Systems Neuroengineering (ISN) Lab,lab,,Gert Cauwenberghs,University of California San Diego,La Jolla,United States,https://isn.ucsd.edu/,,LIKELY_ACTIVE,"People page lists a Master's student in Computer Engineering, UC San Diego (2024 - 2026) working on neuromorphic hardware, spike-based computing, and spiking neuron systems; site footer shows 2026 copyright.",CORE,high,neuromorphic-computing;physical-neural-networks;on-chip-learning;spiking-neural-networks,neural-coding;adaptive-robotics;event-based-vision,"The Cauwenberghs laboratory designs energy-efficient massively parallel microchips that emulate the function and structure of adaptive neural circuits and interface with living neural systems, with a current roster working on neuromorphic hardware and spiking neuron systems.",https://isn.ucsd.edu/,https://isn.ucsd.edu/people/,"The lab site states its mission is to build energy-efficient massively parallel microchips that emulate the function and structure of adaptive neural circuits in silicon, inspired by brain circuit efficiency and interfacing with biological neural systems.","Distinct from other UCSD neural/physiology units per prior notes; lab is affiliated with Institute for Neural Computation, Dept. of Bioengineering, Jacobs School.",NeuroAI review author and neuromorphic conference trail,SOURCE_SUPPORTED,1,Site explicitly describes brain-circuit-inspired silicon and living-artificial nervous system interfaces; roster supports ongoing 2024-2026 personnel. | Prior: CORE
R0552,E-R0552,Intel Labs — Neuromorphic Computing Research,industrial_research,,,Intel Labs,,United States,https://www.intel.com/content/www/us/en/research/neuromorphic-computing.html,,LIKELY_ACTIVE,,CORE,low,neuromorphic-computing;spiking-neural-networks;on-chip-learning,,"Current Intel Labs page describes event-driven SNN hardware and software, adaptive AI, Loihi 2, and ongoing neuromorphic research community.",https://www.intel.com/content/www/us/en/research/neuromorphic-computing.html,https://www.intel.com/content/www/us/en/research/compute.html,"Current Intel Labs page describes event-driven SNN hardware and software, adaptive AI, Loihi 2, and ongoing neuromorphic research community.",No merge decision; prior row content (Loihi ecosystem) is unverified against fetched sources.,company/nonprofit official-site sweep,SOURCE_SUPPORTED,1,"Page blocked (HTTP 403). Cannot verify PI, city, or current activity. Relevance class left as UNCERTAIN rather than asserting the prior CORE label. | Prior: CORE | Rescued through current first-party web search result; see manual_corrections.csv"
R0554,E-R0554,Intelligent Computing Lab (Priyadarshini Panda),lab,,Priyadarshini (Priya) Panda,University of Southern California,Los Angeles,United States,https://sites.usc.edu/intelligentcomputinglab/,,ACTIVE,"2025 publications (OpenWorldSAM, DuoGPT at NeurIPS 2025; GPTAQ at ICML 2025) and active recruitment are listed on the lab page.",CORE,high,spiking-neural-networks;in-memory-computing,compression,"The Intelligent Computing Lab at USC develops brain-inspired spiking neural networks and neuromorphic computing hardware, explicitly drawing from the brain's efficiency, robustness, and adaptability to advance AI.",https://sites.usc.edu/intelligentcomputinglab/,https://viterbischool.usc.edu/news/2025/10/new-ece-faculty-member-received-src-young-faculty-award/,"The lab page states the group is inspired by the brain and develops bio-inspired spiking neural networks and compute-in-memory hardware, with 2025 publications and 2026 recruitment activity.",Distinct from existing USC neural interface and computational physiology rows; the PI moved from Yale to USC in 2025.,ICONS/neuromorphic institute and conference trail,SOURCE_SUPPORTED,1,"The lab explicitly connects brain-inspired principles to AI hardware and algorithms, qualifying as CORE. | Prior: CORE"
R0556,E-R0556,Jia Liu Group — Lab of Bioelectronics,lab,,Jia Liu,Harvard University,Cambridge,United States,https://liulab.seas.harvard.edu/,,ACTIVE,"Current Harvard lab site lists 2026 fellowship/news, recruitment, AI for bioengineering, and AI-driven neuroprosthetics research.",DIRECTLY_RELEVANT,low,biohybrid-intelligence;neural-dynamics;adaptive-robotics,,"Liu Lab integrates biology, bioelectronics, brain-computer interfaces, neural dynamics, and AI-controlled neuroprosthetics, explicitly bridging natural and machine intelligence.",https://liulab.seas.harvard.edu/,https://liulab.seas.harvard.edu/; https://liulab.seas.harvard.edu/research,"The fetched sources returned HTTP 403 errors, so the lab's research content could not be verified from page text.",No relationship notes available due to source inaccessibility.,official lab research + Harvard faculty page + named-seed reconciliation,SOURCE_SUPPORTED,1,"All three attempted URLs returned HTTP 403, so the entity identity and relevance could not be confirmed; classified as ADJACENT with low confidence based on prior row alone. | Prior: CORE | Luna High round: SOURCE_LIMITED / All three attempted URLs returned HTTP 403, so the entity identity and relevance could not be confirmed; classified as ADJACENT with low confidence based on prior row alone. | Prior: CORE | Final Luna closure: PROMOTE / Fresh current Harvard lab pages resolve the earlier 403 and verify identity, PI, activity, and explicit AI/neural-dynamics bridge. | Independent positive gate: Current Harvard lab pages identify Jia Liu's active lab and substantive biology/electronics bridge through neural dynamics, AI-controlled neuroprosthetics, and AI-driven closed-loop stimulation."
R0557,E-R0557,Kempner Institute for the Study of Natural and Artificial Intelligence,institute,,Sham Kakade and Bernardo Sabatini,Harvard University,Allston,United States,https://kempnerinstitute.harvard.edu/,,ACTIVE,"The page lists 2026 copyright and current research blog posts, including work from investigators SueYeon Chung and Kanaka Rajan.",CORE,high,,,"The Kempner Institute explicitly aims to understand intelligence in both natural and artificial systems, using AI models of brain computation, learning, and memory to advance AI architectures and capabilities.",https://kempnerinstitute.harvard.edu/research/ai-and-the-brain/,https://kempnerinstitute.harvard.edu/research/ai-and-the-brain/,"The institute states that insights from the brain will generate new strategies to advance AI architectures and capabilities, and it supports research on AI models of brain computation.",Institute-level coordinating unit; the Sabatini Lab is a distinct child identity only where independently scoped. | Context/parent or person; not an independent unit in headline total,official institute research/people pages + seed reconciliation,SOURCE_SUPPORTED,0,"The institute explicitly connects biology-inspired insights to AI advancement, qualifying as CORE. | Prior: CORE"
